,date,hr,weather,temperature,feels_like_temperature,relative_humidity,windspeed,psi,guest_scooter,registered_scooter
7478,2011-01-04,10,cloudy,59.9,77.0,69.0,22.0,1,14,258
7479,2011-07-19,16,clear,122.5,161.6,42.0,20.0,21,183,1514
7480,2011-02-23,12,clear,68.4,95.0,35.0,6.0,13,31,393
7481,2011-09-23,2,cloudy,97.2,120.2,100.0,7.0,12,20,96
7482,2011-10-21,0,clear,80.2,109.4,62.0,17.0,39,26,299
7483,2011-03-13,7,clear,76.9,102.2,62.0,13.0,15,5,61
7484,2011-10-11,11,cloudy,97.2,131.0,73.0,11.0,28,91,647
7485,2011-02-13,8,cloudy,65.0,87.8,64.0,13.0,49,3,78
7486,2011-09-26,3,cloudy,98.9,125.6,94.0,0.0,23,2,38
7487,2011-12-30,21,cloudy,76.9,104.0,66.0,7.0,44,32,588
7488,2011-02-24,11,cloudy,73.5,95.0,57.0,26.0,22,26,502
7489,2011-06-10,3,clear,103.9,136.4,69.0,11.0,10,7,25
7490,2011-10-19,9,light snow/rain,90.4,120.2,88.0,33.0,24,50,1298
7491,2011-12-20,3,cloudy,75.2,104.0,61.0,0.0,28,4,12
7492,2011-09-23,9,light snow/rain,98.9,122.0,100.0,9.0,35,7,754
7493,2011-11-20,9,clear,83.6,113.0,72.0,11.0,20,89,764
7494,2011-03-26,8,clear,65.0,87.8,44.0,9.0,47,71,294
7495,2011-12-12,14,cludy,73.5,100.4,53.0,9.0,12,48,663
7496,2011-10-03,10,loudy,80.2,109.4,66.0,7.0,4,58,574
7497,2011-04-02,14,light snow/rain,73.5,96.8,76.0,22.0,21,290,650
7498,2011-06-05,6,cloudy,98.9,132.8,61.0,7.0,17,31,79
7499,2011-01-28,15,cloudy,63.3,91.4,86.0,0.0,24,1,283
7500,2011-01-20,22,cloudy,66.7,86.0,65.0,19.0,41,-2,390
7501,2011-04-10,0,cloudy,78.5,107.6,87.0,6.0,8,13,340
7502,2011-02-12,8,clear,58.2,78.8,86.0,9.0,21,8,197
7503,2011-04-29,4,clear,85.3,114.8,51.0,9.0,44,1,41
7504,2011-03-25,17,cloudy,73.5,95.0,36.0,24.0,2,68,1414
7505,2011-09-19,21,cloudy,93.8,123.8,68.0,11.0,29,57,1272
7506,2011-09-09,17,clear,105.6,140.0,79.0,17.0,13,164,3160
7507,2011-10-04,5,clear,80.2,109.4,82.0,9.0,38,7,176
7508,2011-11-02,12,clear,85.3,114.8,55.0,11.0,43,96,1097
7509,2011-01-20,11,cloudy,70.1,93.2,45.0,11.0,15,14,440
7510,2011-11-21,0,loudy,85.3,114.8,94.0,0.0,7,14,90
7511,2011-08-04,19,CLEAR,105.6,140.0,74.0,19.0,31,196,2105
7512,2011-07-22,15,clear,125.9,177.8,51.0,20.0,0,94,712
7513,2011-09-10,2,cloudy,97.2,120.2,97.0,7.0,5,56,320
7514,2011-10-10,11,clear,98.9,132.8,69.0,6.0,20,418,1281
7515,2011-12-26,21,clear,68.4,96.8,70.0,0.0,30,32,271
7516,2011-04-18,11,cloudy,92.1,122.0,52.0,6.0,39,108,608
7517,2011-04-30,2,cloudy,83.6,113.0,54.0,15.0,31,37,369
7518,2011-04-18,21,clear,93.8,123.8,37.0,19.0,5,59,917
7519,2011-03-13,4,clear,75.2,100.4,66.0,11.0,25,12,66
7520,2011-01-31,5,clear,61.6,80.6,64.0,19.0,10,2,54
7521,2011-09-11,17,clear,107.3,140.0,51.0,9.0,13,458,1597
7522,2011-10-09,11,clear,98.9,134.6,53.0,6.0,22,565,1639
7523,2011-10-20,5,clear,87.0,116.6,82.0,24.0,28,8,169
7524,2011-01-02,7,cloudy,80.2,109.4,76.0,13.0,42,-2,10
7525,2011-09-06,10,light snow/rain,92.1,122.0,83.0,24.0,22,48,629
7526,2011-04-02,12,light snow/rain,73.5,100.4,81.0,9.0,26,254,702
7527,2011-03-07,22,clear,68.4,91.4,48.0,11.0,18,1,236
7528,2011-12-12,12,CLEAR,70.1,95.0,52.0,7.0,20,20,969
7529,2011-05-23,1,clear,93.8,123.8,88.0,7.0,22,14,37
7530,2011-09-20,20,clear,93.8,123.8,94.0,0.0,14,125,1486
7531,2011-01-14,5,clear,54.9,77.0,54.0,6.0,25,-1,59
7532,2011-10-23,17,clear,88.7,118.4,63.0,9.0,12,361,1542
7533,2011-09-20,13,loudy,93.8,123.8,94.0,9.0,8,66,568
7534,2011-02-20,13,clear,75.2,100.4,29.0,0.0,34,227,857
7535,2011-08-19,17,clear,110.7,145.4,58.0,35.0,4,254,3097
7536,2011-05-19,12,cloudy,95.5,125.6,78.0,7.0,41,115,915
7537,2011-02-23,14,clear,73.5,100.4,29.0,7.0,41,50,426
7538,2011-12-03,3,clar,66.7,89.6,70.0,9.0,4,10,34
7539,2011-07-23,8,clear,117.5,154.4,49.0,17.0,6,74,594
7540,2011-07-04,19,cloudy,112.4,145.4,49.0,11.0,17,508,1439
7541,2011-06-02,12,clear,110.7,140.0,25.0,31.0,44,117,1355
7542,2011-08-06,7,clear,103.9,136.4,83.0,11.0,47,43,344
7543,2011-01-25,10,cloudy,65.0,89.6,60.0,7.0,22,16,347
7544,2011-07-13,23,clear,102.2,132.8,83.0,17.0,0,101,579
7545,2011-07-10,9,clear,109.0,143.6,66.0,6.0,22,186,750
7546,2011-06-11,7,clear,107.3,140.0,58.0,13.0,45,55,351
7547,2011-06-03,6,clear,92.1,122.0,45.0,20.0,24,22,687
7548,2011-04-20,20,clear,103.9,134.6,32.0,7.0,15,95,1356
7549,2011-11-04,8,cloudy,80.2,109.4,87.0,24.0,18,23,2708
7550,2011-09-09,20,clear,100.5,127.4,94.0,6.0,25,90,1265
7551,2011-12-19,4,clear,59.9,82.4,86.0,9.0,15,1,29
7552,2011-03-25,0,clear,66.7,87.8,60.0,13.0,18,4,119
7553,2011-09-01,4,clear,93.8,123.8,83.0,6.0,39,0,51
7554,2011-02-28,14,light snow/rain,81.9,111.2,100.0,20.0,14,2,169
7555,2011-08-08,2,clear,102.2,131.0,89.0,0.0,32,10,25
7556,2011-05-12,2,clear,83.6,113.0,94.0,13.0,31,5,96
7557,2011-12-05,3,clear,73.5,102.2,87.0,0.0,30,2,18
7558,2011-02-07,14,cloudy,76.9,104.0,57.0,6.0,35,23,367
7559,2011-02-19,21,clear,73.5,93.2,26.0,37.0,49,10,204
7560,2011-10-20,19,clear,85.3,114.8,51.0,24.0,3,61,1946
7561,2011-03-14,1,clear,68.4,95.0,65.0,6.0,4,0,7
7562,2011-05-11,13,clear,98.9,134.6,50.0,0.0,22,109,1097
7563,2011-07-11,23,clear,105.6,140.0,79.0,9.0,7,32,312
7564,2011-02-21,14,cloudy,73.5,96.8,76.0,17.0,9,43,712
7565,2011-06-02,17,clear,110.7,138.2,20.0,35.0,31,266,3392
7566,2011-06-24,8,clear,105.6,140.0,74.0,15.0,27,81,3073
7567,2011-02-10,0,light snow/rain,58.2,77.0,86.0,13.0,11,-1,117
7568,2011-01-27,22,CLEAR,61.6,86.0,74.0,6.0,39,1,194
7569,2011-07-06,19,clear,109.0,143.6,70.0,15.0,40,212,2263
7570,2011-10-23,10,clear,81.9,111.2,71.0,6.0,33,314,1293
7571,2011-02-04,16,cloudy,71.8,95.0,42.0,15.0,13,24,636
7572,2011-04-25,21,clear,98.9,132.8,69.0,17.0,36,124,1041
7573,2011-03-02,15,clear,92.1,122.0,19.0,28.0,21,59,641
7574,2011-11-17,0,cloudy,81.9,111.2,88.0,17.0,18,8,159
7575,2011-12-11,16,clear,71.8,100.4,26.0,0.0,14,95,1222
7576,2011-09-15,17,light snow/rain,87.0,116.6,82.0,31.0,3,94,1608
7577,2011-05-06,2,clear,78.5,107.6,62.0,7.0,4,1,108
7578,2011-09-14,12,clear,109.0,141.8,58.0,15.0,30,169,1092
7579,2011-02-15,0,clear,71.8,93.2,49.0,28.0,22,23,83
7580,2011-06-24,23,clear,103.9,136.4,51.0,9.0,30,97,972
7581,2011-01-28,17,clear,66.7,89.6,75.0,9.0,10,4,1032
7582,2011-06-23,0,clear,107.3,143.6,79.0,15.0,45,16,307
7583,2011-06-16,10,cloudy,102.2,134.6,61.0,17.0,33,54,724
7584,2011-09-22,2,cloudy,97.2,122.0,94.0,7.0,34,4,60
7585,2011-05-14,8,light snow/rain,88.7,118.4,94.0,0.0,23,49,507
7586,2011-11-18,6,clear,65.0,91.4,44.0,6.0,5,5,494
7587,2011-11-01,11,clear,85.3,114.8,63.0,7.0,9,48,707
7588,2011-01-02,4,cloudy,85.3,114.8,94.0,13.0,41,5,9
7589,2011-08-12,13,clear,112.4,141.8,29.0,6.0,30,221,1254
7590,2011-08-04,10,clear,107.3,140.0,71.0,20.0,8,71,625
7591,2011-08-23,5,clear,92.1,122.0,56.0,13.0,42,3,248
7592,2011-01-04,20,clear,66.7,91.4,48.0,7.0,3,4,376
7593,2011-02-06,10,clear,71.8,95.0,52.0,17.0,1,43,516
7594,2011-10-20,3,clear,88.7,118.4,82.0,31.0,10,1,6
7595,2011-07-11,22,clear,107.3,143.6,74.0,9.0,46,61,490
7596,2011-01-04,8,lear,58.2,78.8,69.0,11.0,23,8,1238
7597,2011-10-03,8,cloudy,76.9,104.0,71.0,7.0,44,39,2512
7598,2011-03-10,21,light snow/rain,76.9,102.2,0.0,15.0,11,1,191
7599,2011-03-16,23,clear,80.2,109.4,65.0,13.0,45,26,128
7600,2011-12-17,19,light snow/rain,66.7,86.0,65.0,22.0,2,33,666
7601,2011-12-08,7,clear,65.0,86.0,60.0,15.0,24,35,1629
7602,2011-03-16,10,cloudy,76.9,102.2,81.0,11.0,31,58,345
7603,2011-09-21,7,cloudy,92.1,122.0,100.0,13.0,27,52,2186
7604,2011-11-24,5,clear,71.8,98.6,61.0,7.0,15,3,72
7605,2011-07-28,19,clear,115.8,156.2,59.0,13.0,47,111,1994
7606,2011-05-14,20,light snow/rain,92.1,122.0,94.0,9.0,45,124,805
7607,2011-08-31,2,clear,93.8,123.8,73.0,0.0,3,2,39
7608,2011-09-22,1,cloudy,97.2,122.0,94.0,6.0,7,17,47
7609,2011-01-01,22,CLOUDY,80.2,109.4,94.0,15.0,6,31,120
7610,2011-03-09,5,cloudy,66.7,89.6,81.0,9.0,1,5,51
7611,2011-09-06,18,cloudy,92.1,122.0,88.0,26.0,28,64,2457
7612,2011-11-18,16,clear,75.2,100.4,29.0,9.0,3,57,1330
7613,2011-08-28,15,clear,112.4,143.6,43.0,24.0,50,467,2202
7614,2011-07-24,18,clear,120.8,158.0,42.0,11.0,24,199,1234
7615,2011-01-10,17,clear,63.3,87.8,40.0,7.0,40,12,1219
7616,2011-09-16,3,clear,80.2,109.4,71.0,17.0,8,7,26
7617,2011-11-01,7,clear,75.2,100.4,76.0,13.0,50,22,1720
7618,2011-12-20,0,clear,76.9,104.0,57.0,7.0,3,-1,152
7619,2011-06-14,15,clear,100.5,134.6,47.0,11.0,22,126,956
7620,2011-05-30,23,clear,105.6,140.0,84.0,7.0,12,40,239
7621,2011-10-05,14,clear,100.5,134.6,41.0,19.0,42,103,1095
7622,2011-06-14,2,clear,97.2,134.6,49.0,19.0,37,5,58
7623,2011-06-25,8,clear,105.6,138.2,48.0,17.0,31,79,594
7624,2011-06-30,21,clear,107.3,138.2,37.0,7.0,1,244,1696
7625,2011-10-05,8,clear,90.4,120.2,63.0,0.0,27,77,3089
7626,2011-02-05,14,light snow/rain,65.0,93.2,100.0,0.0,22,14,348
7627,2011-12-21,14,cloudy,87.0,116.6,88.0,24.0,20,35,284
7628,2011-07-31,21,clear,112.4,149.0,59.0,20.0,31,205,672
7629,2011-09-13,1,clear,95.5,125.6,83.0,7.0,41,12,41
7630,2011-08-07,12,clear,122.5,161.6,42.0,20.0,19,484,1464
7631,2011-12-06,9,cloudy,85.3,114.8,94.0,15.0,13,13,1404
7632,2011-06-02,6,clear,102.2,134.6,39.0,9.0,35,20,742
7633,2011-01-26,7,light snow/rain,65.0,86.0,87.0,20.0,27,2,203
7634,2011-08-20,21,clear,107.3,141.8,70.0,15.0,7,243,1007
7635,2011-09-23,3,cloudy,97.2,120.2,100.0,0.0,15,9,36
7636,2011-05-05,22,clear,87.0,116.6,39.0,13.0,38,88,946
7637,2011-12-12,15,cloudy,73.5,100.4,57.0,7.0,37,23,869
7638,2011-04-03,15,cloudy,85.3,114.8,33.0,0.0,25,521,825
7639,2011-10-24,6,clear,80.2,109.4,87.0,7.0,20,9,586
7640,2011-04-02,6,clear,68.4,93.2,70.0,7.0,12,17,54
7641,2011-10-23,16,lear,90.4,120.2,55.0,13.0,8,566,1521
7642,2011-07-01,16,clear,115.8,143.6,17.0,0.0,25,257,2396
7643,2011-06-17,17,light snow/rain,110.7,141.8,40.0,13.0,27,253,3269
7644,2011-09-29,14,lear,103.9,136.4,51.0,20.0,48,100,939
7645,2011-10-27,19,cloudy,83.6,113.0,67.0,31.0,8,58,1404
7646,2011-01-14,17,clear,65.0,87.8,41.0,11.0,5,12,1084
7647,2011-10-20,13,clear,88.7,118.4,45.0,39.0,48,83,955
7648,2011-04-01,4,cloudy,66.7,87.8,93.0,17.0,5,-1,21
7649,2011-04-23,7,light snow/rain,75.2,100.4,100.0,11.0,12,4,118
7650,2011-09-22,19,cloudy,100.5,129.2,89.0,6.0,2,96,2719
7651,2011-11-04,12,cloudy,87.0,116.6,55.0,33.0,38,131,1075
7652,2011-08-30,8,clear,98.9,134.6,57.0,9.0,14,100,3214
7653,2011-11-29,4,cloudy,90.4,120.2,83.0,22.0,36,1,39
7654,2011-08-24,19,clear,109.0,141.8,55.0,20.0,49,278,2429
7655,2011-03-30,1,clear,73.5,102.2,39.0,0.0,22,3,63
7656,2011-05-30,20,clear,110.7,145.4,58.0,0.0,9,209,1180
7657,2011-11-02,20,clear,80.2,109.4,66.0,9.0,32,17,1237
7658,2011-08-21,4,clear,103.9,136.4,83.0,15.0,31,5,40
7659,2011-04-20,9,clear,102.2,134.6,61.0,19.0,14,83,1194
7660,2011-03-05,20,cloudy,83.6,113.0,77.0,22.0,6,35,408
7661,2011-12-04,2,clear,68.4,96.8,81.0,0.0,34,32,357
7662,2011-06-10,17,clear,115.8,152.6,52.0,15.0,6,187,3182
7663,2011-11-01,6,CLEAR,73.5,98.6,81.0,13.0,32,10,635
7664,2011-12-03,0,clear,71.8,95.0,56.0,17.0,17,31,458
7665,2011-05-03,13,cloudy,105.6,138.2,58.0,41.0,6,151,1009
7666,2011-10-24,16,clear,92.1,122.0,64.0,13.0,5,205,1694
7667,2011-08-28,11,clear,105.6,138.2,58.0,26.0,10,175,1249
7668,2011-09-15,23,clear,83.6,113.0,67.0,15.0,7,26,431
7669,2011-03-17,1,clear,76.9,102.2,71.0,15.0,41,5,81
7670,2011-10-28,2,clear,73.5,96.8,66.0,19.0,41,5,20
7671,2011-03-08,19,clear,75.2,102.2,31.0,7.0,4,29,990
7672,2011-09-30,18,clear,95.5,125.6,49.0,24.0,31,187,3143
7673,2011-11-04,9,cloudy,81.9,111.2,71.0,31.0,6,46,1672
7674,2011-10-24,12,cloudy,90.4,120.2,68.0,7.0,42,190,1094
7675,2011-05-12,14,cloudy,98.9,132.8,61.0,15.0,32,130,1038
7676,2011-11-03,9,cloudy,76.9,102.2,81.0,13.0,32,27,1088
7677,2011-07-10,8,clear,107.3,141.8,66.0,0.0,47,82,460
7678,2011-12-14,18,cloudy,76.9,102.2,62.0,11.0,15,35,2651
7679,2011-03-21,6,light snow/rain,73.5,96.8,76.0,17.0,34,7,214
7680,2011-09-02,20,clear,100.5,132.8,73.0,0.0,0,115,1108
7681,2011-01-22,8,clar,48.1,60.8,44.0,22.0,42,4,182
7682,2011-06-23,22,cloudy,105.6,140.0,74.0,15.0,7,70,972
7683,2011-09-21,6,cloudy,92.1,122.0,100.0,13.0,29,13,786
7684,2011-12-23,15,clear,78.5,107.6,54.0,24.0,40,35,1339
7685,2011-03-11,15,cloudy,75.2,98.6,53.0,17.0,49,61,451
7686,2011-11-07,18,clear,85.3,114.8,59.0,7.0,33,54,2854
7687,2011-08-07,1,cloudy,105.6,140.0,84.0,17.0,26,28,439
7688,2011-07-17,16,clear,114.1,147.2,46.0,20.0,40,385,1317
7689,2011-10-28,22,light snow/rain,71.8,95.0,75.0,19.0,26,14,229
7690,2011-02-14,22,clear,75.2,95.0,46.0,44.0,42,4,313
7691,2011-11-03,4,clear,73.5,100.4,81.0,6.0,5,2,21
7692,2011-03-18,8,clear,81.9,111.2,67.0,17.0,19,72,1797
7693,2011-12-31,1,cloudy,80.2,109.4,62.0,19.0,37,14,216
7694,2011-04-24,22,light snow/rain,92.1,122.0,100.0,11.0,49,14,278
7695,2011-11-27,9,clear,85.3,114.8,72.0,19.0,45,63,632
7696,2011-07-11,9,clear,112.4,149.0,59.0,20.0,47,124,1174
7697,2011-02-28,22,light snow/rain,75.2,96.8,93.0,28.0,41,13,505
7698,2011-12-11,13,clear,71.8,100.4,31.0,0.0,41,131,1573
7699,2011-05-28,6,clear,95.5,125.6,83.0,17.0,6,10,115
7700,2011-05-04,13,cloudy,85.3,114.8,59.0,30.0,8,44,901
7701,2011-11-20,4,cloudy,80.2,109.4,71.0,19.0,41,4,72
7702,2011-01-19,13,clear,80.2,109.4,62.0,19.0,49,34,467
7703,2011-05-22,16,clear,103.9,136.4,61.0,9.0,19,215,1411
7704,2011-01-03,6,clear,58.2,73.4,50.0,26.0,42,1,211
7705,2011-03-09,18,cloudy,75.2,98.6,76.0,17.0,25,34,1236
7706,2011-05-16,3,clear,88.7,118.4,94.0,11.0,11,2,21
7707,2011-01-01,18,light snow/rain,81.9,111.2,88.0,17.0,11,28,181
7708,2011-10-01,8,cloudy,80.2,109.4,76.0,22.0,7,29,407
7709,2011-12-04,21,CLEAR,76.9,104.0,81.0,7.0,22,21,457
7710,2011-11-05,0,clear,73.5,95.0,45.0,24.0,1,12,336
7711,2011-04-27,21,clear,98.9,127.4,88.0,19.0,3,59,885
7712,2011-05-20,16,cloudy,97.2,134.6,53.0,11.0,7,184,1881
7713,2011-04-28,15,clear,102.2,134.6,69.0,22.0,0,138,817
7714,2011-05-05,4,clear,75.2,98.6,66.0,17.0,2,10,20
7715,2011-04-23,9,cloudy,78.5,107.6,94.0,20.0,29,40,390
7716,2011-01-17,6,cloudy,61.6,82.4,43.0,13.0,19,-1,36
7717,2011-12-17,17,clear,68.4,91.4,48.0,15.0,28,38,1070
7718,2011-01-22,22,clear,51.5,78.8,49.0,0.0,17,21,161
7719,2011-06-09,14,clear,124.2,165.2,40.0,13.0,23,77,653
7720,2011-07-01,13,clear,114.1,141.8,24.0,0.0,9,248,1464
7721,2011-05-20,8,clear,92.1,122.0,68.0,0.0,23,125,3330
7722,2011-02-08,19,clear,59.9,75.2,40.0,31.0,29,2,699
7723,2011-11-08,13,clear,92.1,122.0,49.0,11.0,13,95,1159
7724,2011-07-22,11,clear,122.5,167.0,50.0,7.0,1,69,602
7725,2011-06-12,3,clear,100.5,129.2,89.0,19.0,1,25,141
7726,2011-03-20,12,clear,76.9,104.0,40.0,7.0,44,362,759
7727,2011-08-07,17,light snow/rain,109.0,145.4,74.0,43.0,43,187,922
7728,2011-05-12,7,clear,85.3,114.8,88.0,9.0,36,40,1985
7729,2011-07-24,15,clear,122.5,161.6,42.0,17.0,15,202,1192
7730,2011-07-27,13,clear,117.5,147.2,30.0,24.0,37,85,1061
7731,2011-11-29,0,clear,90.4,120.2,83.0,0.0,44,11,131
7732,2011-10-28,17,cloudy,76.9,102.2,50.0,9.0,34,105,2881
7733,2011-04-11,18,clear,107.3,140.0,51.0,26.0,40,277,2031
7734,2011-11-04,16,clear,85.3,114.8,36.0,26.0,35,157,1664
7735,2011-06-11,4,clear,103.9,136.4,79.0,6.0,31,13,61
7736,2011-07-29,19,clear,122.5,161.6,42.0,15.0,35,68,1536
7737,2011-06-27,19,clear,107.3,141.8,62.0,13.0,23,169,2382
7738,2011-12-16,4,cloudy,88.7,118.4,59.0,13.0,6,1,28
7739,2011-01-01,3,clear,66.7,95.0,75.0,0.0,41,9,70
7740,2011-08-02,9,clear,112.4,143.6,46.0,20.0,45,91,1279
7741,2011-05-17,23,cloudy,92.1,122.0,88.0,17.0,15,21,343
7742,2011-07-29,21,clear,115.8,150.8,46.0,11.0,20,89,942
7743,2011-02-27,21,clear,78.5,107.6,62.0,11.0,38,24,432
7744,2011-08-10,8,clear,109.0,140.0,51.0,13.0,19,112,2530
7745,2011-06-09,12,clear,124.2,161.6,35.0,13.0,36,118,704
7746,2011-12-24,5,cloudy,73.5,98.6,66.0,11.0,39,5,26
7747,2011-07-28,0,clear,105.6,138.2,51.0,9.0,13,40,218
7748,2011-04-09,2,cloudy,73.5,96.8,87.0,15.0,10,4,110
7749,2011-12-10,22,clear,65.0,87.8,41.0,9.0,9,20,616
7750,2011-09-16,16,cloudy,90.4,120.2,48.0,11.0,2,202,2040
7751,2011-03-31,5,light snow/rain,66.7,87.8,93.0,15.0,15,0,55
7752,2011-02-13,23,clear,80.2,109.4,35.0,24.0,13,9,187
7753,2011-02-27,3,clear,68.4,95.0,87.0,6.0,12,11,56
7754,2011-07-25,12,cloudy,117.5,159.8,59.0,13.0,15,52,350
7755,2011-09-21,12,cloudy,100.5,131.0,78.0,6.0,42,126,1062
7756,2011-10-23,23,clear,81.9,111.2,77.0,11.0,37,55,216
7757,2011-05-14,15,cloudy,92.1,122.0,94.0,11.0,49,217,1545
7758,2011-11-01,13,clear,87.0,116.6,55.0,13.0,37,58,1032
7759,2011-11-12,4,clear,63.3,86.0,80.0,9.0,50,-2,48
7760,2011-04-20,15,cloudy,110.7,140.0,35.0,24.0,8,95,790
7761,2011-06-12,15,clear,114.1,152.6,59.0,20.0,49,428,1529
7762,2011-01-24,21,clear,58.2,78.8,63.0,11.0,14,17,372
7763,2011-11-06,18,clear,81.9,111.2,71.0,7.0,16,118,1021
7764,2011-08-15,1,cloudy,97.2,125.6,88.0,9.0,28,4,61
7765,2011-10-31,22,cloudy,76.9,102.2,76.0,13.0,13,23,544
7766,2011-10-02,9,clear,76.9,100.4,76.0,24.0,16,56,670
7767,2011-05-29,18,clear,107.3,143.6,74.0,19.0,8,454,1239
7768,2011-10-23,8,clear,76.9,102.2,87.0,9.0,30,95,391
7769,2011-01-24,16,clear,59.9,78.8,47.0,17.0,17,14,467
7770,2011-09-27,1,clear,98.9,125.6,94.0,11.0,7,13,45
7771,2011-08-20,9,clear,105.6,138.2,65.0,0.0,45,154,972
7772,2011-03-07,20,clear,71.8,96.8,33.0,11.0,11,16,611
7773,2011-07-05,19,clear,114.1,152.6,59.0,9.0,24,211,2077
7774,2011-11-29,12,light snow/rain,81.9,111.2,82.0,28.0,24,5,121
7775,2011-03-25,0,clear,66.7,87.8,60.0,13.0,18,4,119
7776,2011-12-30,1,clear,68.4,95.0,65.0,6.0,49,25,76
7777,2011-03-24,17,cloudy,71.8,95.0,70.0,15.0,45,36,1552
7778,2011-03-26,10,clear,68.4,91.4,41.0,11.0,9,94,652
7779,2011-07-26,18,clear,117.5,149.0,39.0,26.0,5,206,3344
7780,2011-01-29,11,cludy,61.6,84.2,64.0,9.0,19,10,424
7781,2011-11-30,15,CLEAR,76.9,100.4,46.0,22.0,7,32,732
7782,2011-01-14,23,cloudy,61.6,89.6,55.0,0.0,23,4,183
7783,2011-02-23,20,clear,66.7,89.6,60.0,11.0,39,7,751
7784,2011-03-18,20,clear,98.9,134.6,46.0,9.0,14,138,719
7785,2011-10-30,11,clear,76.9,102.2,53.0,15.0,23,176,1272
7786,2011-08-01,2,lear,105.6,140.0,74.0,7.0,34,11,54
7787,2011-11-17,13,cloudy,75.2,96.8,49.0,30.0,12,43,761
7788,2011-07-25,20,CLEAR,107.3,143.6,74.0,9.0,34,166,1730
7789,2011-01-21,14,clear,63.3,78.8,25.0,35.0,10,16,395
7790,2011-08-26,10,clear,109.0,143.6,66.0,6.0,35,101,623
7791,2011-02-08,6,clear,68.4,87.8,70.0,22.0,50,0,275
7792,2011-09-12,4,clear,92.1,122.0,94.0,7.0,45,2,27
7793,2011-02-21,19,cloudy,66.7,86.0,87.0,24.0,5,2,342
7794,2011-08-22,21,clear,100.5,134.6,38.0,13.0,8,86,1261
7795,2011-12-26,4,clear,75.2,96.8,46.0,20.0,44,0,14
7796,2011-03-31,0,light snow/rain,66.7,87.8,93.0,15.0,38,-2,21
7797,2011-08-22,5,clear,102.2,134.6,65.0,24.0,30,5,162
7798,2011-07-03,7,cloudy,100.5,129.2,89.0,13.0,16,9,153
7799,2011-03-19,18,clear,85.3,114.8,31.0,22.0,12,274,880
7800,2011-05-24,14,clar,112.4,143.6,46.0,19.0,49,79,887
7801,2011-05-12,8,clear,87.0,116.6,82.0,13.0,9,80,2756
7802,2011-04-26,14,clear,107.3,140.0,58.0,22.0,50,118,806
7803,2011-03-13,13,CLEAR,85.3,114.8,38.0,26.0,6,290,868
7804,2011-07-19,8,cloudy,110.7,147.2,70.0,11.0,1,93,2668
7805,2011-10-29,19,clear,66.7,86.0,87.0,24.0,34,7,250
7806,2011-04-06,6,clear,66.7,91.4,70.0,7.0,45,14,366
7807,2011-02-21,0,cloudy,75.2,96.8,42.0,22.0,38,19,212
7808,2011-05-24,15,light snow/rain,109.0,141.8,55.0,28.0,10,178,906
7809,2011-04-11,10,loudy,93.8,123.8,83.0,20.0,41,124,390
7810,2011-09-09,14,clear,107.3,143.6,74.0,6.0,25,85,837
7811,2011-01-27,16,clear,65.0,87.8,55.0,13.0,32,4,160
7812,2011-02-28,8,cloudy,75.2,96.8,93.0,20.0,38,40,1698
7813,2011-07-02,22,clear,107.3,140.0,51.0,11.0,42,232,861
7814,2011-03-22,20,cloudy,83.6,113.0,54.0,24.0,6,56,813
7815,2011-06-16,9,cloudy,98.9,132.8,65.0,13.0,24,87,1622
7816,2011-02-12,4,clar,56.6,80.6,74.0,6.0,15,-2,28
7817,2011-12-14,4,clear,68.4,96.8,75.0,0.0,27,-1,28
7818,2011-08-26,23,clear,105.6,140.0,84.0,6.0,12,67,798
7819,2011-11-18,21,clear,70.1,93.2,48.0,11.0,11,9,754
7820,2011-10-24,17,clear,90.4,120.2,68.0,9.0,44,262,3688
7821,2011-04-21,10,clear,81.9,111.2,44.0,24.0,19,75,514
7822,2011-03-11,1,light snow/rain,75.2,102.2,100.0,7.0,8,2,60
7823,2011-08-04,6,cloudy,103.9,136.4,89.0,20.0,42,20,628
7824,2011-08-10,17,clear,117.5,145.4,26.0,20.0,30,212,3594
7825,2011-03-26,6,clear,61.6,82.4,55.0,13.0,22,6,55
7826,2011-06-06,13,CLEAR,112.4,141.8,35.0,0.0,18,86,1063
7827,2011-05-17,7,cloudy,90.4,120.2,94.0,17.0,39,39,966
7828,2011-06-18,17,cloudy,110.7,141.8,48.0,11.0,11,632,1676
7829,2011-02-13,0,clear,63.3,87.8,64.0,7.0,26,15,238
7830,2011-06-18,12,clear,109.0,143.6,66.0,6.0,9,488,1805
7831,2011-02-23,19,clear,71.8,100.4,33.0,0.0,15,19,944
7832,2011-08-31,5,clear,92.1,122.0,83.0,6.0,1,7,175
7833,2011-12-19,6,clear,59.9,82.4,86.0,7.0,20,-1,478
7834,2011-12-07,2,light snow/rain,85.3,114.8,100.0,15.0,40,7,31
7835,2011-05-13,3,cloudy,88.7,118.4,88.0,9.0,33,7,16
7836,2011-12-09,8,clear,66.7,95.0,81.0,0.0,42,19,2649
7837,2011-04-07,9,cloudy,80.2,109.4,66.0,9.0,39,44,1086
7838,2011-11-03,17,clear,87.0,116.6,55.0,6.0,18,98,3254
7839,2011-03-27,0,cloudy,68.4,91.4,41.0,11.0,26,15,187
7840,2011-09-15,0,clear,100.5,132.8,69.0,9.0,49,8,242
7841,2011-08-07,6,clear,105.6,140.0,89.0,11.0,31,8,74
